남구	NNP
동구	NNP
북구	NNP
서구	NNP
강서구	NNP
금정구	NNP
기장군	NNP
남구	NNP
동구	NNP
동래구	NNP
부산진구	NNP
북구	NNP
사상구	NNP
사하구	NNP
서구	NNP
수영구	NNP
연제구	NNP
영도구	NNP
중구	NNP
해운대구	NNP
중구	NNP
남구	NNP
동구	NNP
북구	NNP
울주군	NNP
세종특별자치시	NNP
가평군	NNP
고양시	NNP
과천시	NNP
광명시	NNP
광주시	NNP
구리시	NNP
군포시	NNP
김포시	NNP
남양주시	NNP
동두천시	NNP
부천시	NNP
성남시	NNP
수원시	NNP
시흥시	NNP
안산시	NNP
안성시	NNP
안양시	NNP
양주시	NNP
양평군	NNP
여주시	NNP
연천군	NNP
오산시	NNP
용인시	NNP
의왕시	NNP
의정부시	NNP
강릉시	NNP
고성군	NNP
동해시	NNP
삼척시	NNP
속초시	NNP
양구군	NNP
양양군	NNP
영월군	NNP
원주시	NNP
인제군	NNP
정선군	NNP
철원군	NNP
춘천시	NNP
태백시	NNP
평창군	NNP
홍천군	NNP
화천군	NNP
횡성군	NNP
괴산군	NNP
단양군	NNP
보은군	NNP
영동군	NNP
옥천군	NNP
음성군	NNP
제천시	NNP
진천군	NNP
청원군	NNP
청주시	NNP
충주시	NNP
증평군	NNP
공주시	NNP
금산군	NNP
논산시	NNP
당진시	NNP
보령시	NNP
부여군	NNP
서산시	NNP
서천군	NNP
아산시	NNP
예산군	NNP
천안시	NNP
청양군	NNP
태안군	NNP
홍성군	NNP
계룡시	NNP
경산시	NNP
경주시	NNP
고령군	NNP
구미시	NNP
군위군	NNP
김천시	NNP
문경시	NNP
봉화군	NNP
상주시	NNP
성주군	NNP
안동시	NNP
영덕군	NNP
영양군	NNP
영주시	NNP
영천시	NNP
예천군	NNP
울릉군	NNP
울진군	NNP
의성군	NNP
청도군	NNP
청송군	NNP
칠곡군	NNP
포항시	NNP
거제시	NNP
거창군	NNP
고성군	NNP
김해시	NNP
남해군	NNP
마산시	NNP
밀양시	NNP
사천시	NNP
산청군	NNP
양산시	NNP
의령군	NNP
진주시	NNP
진해시	NNP
창녕군	NNP
창원시	NNP
통영시	NNP
하동군	NNP
함안군	NNP
함양군	NNP
합천군	NNP
고창군	NNP
군산시	NNP
김제시	NNP
남원시	NNP
무주군	NNP
부안군	NNP
순창군	NNP
완주군	NNP
익산시	NNP
임실군	NNP
강진군	NNP
고흥군	NNP
곡성군	NNP
광양시	NNP
구례군	NNP
나주시	NNP
담양군	NNP
목포시	NNP
무안군	NNP
보성군	NNP
남제주군	NNP
북제주군	NNP
서귀포시	NNP
제주시	NNP
경부고속도로	NNP
경인고속도로	NNP
고창담양고속도로	NNP
광주대구고속도로	NNP
광주원주고속도로	NNP
남해고속도로	NNP
남해제1고속도로지선	NNP
논산천안고속도로	NNP
당진영덕고속도로	NNP
대전남부순환고속도로	NNP
동해고속도로	NNP
무안광주고속도로	NNP
부산외곽순환고속도로	NNP
상주영천고속도로	NNP
새만금포항고속도로	NNP
서울양양고속도로	NNP
서천공주고속도로	NNP
서해안고속도로	NNP
세종포천고속도로	NNP
수도권제1순환고속도로	NNP
수도권제2순환고속도로	NNP
순천완주고속도로	NNP
아산청주고속도로	NNP
영동고속도로	NNP
용인서울고속도로	NNP
울산고속도로	NNP
인천국제공항고속도로	NNP
제2경인고속도로	NNP
제2중부고속도로	NNP
중부고속도로	NNP
중부내륙고속도로	NNP
중앙고속도로	NNP
통영대전고속도로	NNP
평택시흥고속도로	NNP
평택제천고속도로	NNP
평택파주고속도로	NNP
영동선	NNP
경부선	NNP
중부선	NNP
수도권제1순환선	NNP
경인선	NNP
고창담양선	NNP
광주대구선	NNP
광주원주선	NNP
구리포천선	NNP
구리포천지선	NNP
남해1지선	NNP
남해2지선	NNP
남해선	NNP
논산천안선	NNP
당진대전선	NNP
대구부산선	NNP
대구외곽선	NNP
대구포항선	NNP
대전남부선	NNP
동해선	NNP
무안광주선	NNP
봉담동탄선	NNP
봉담송산선	NNP
부산신항선	NNP
부산외곽선	NNP
부산울산선	NNP
상주영천선	NNP
서울문산선	NNP
서울문산지선	NNP
서울양양선	NNP
서천공주선	NNP
수원광명선	NNP
순천완주선	NNP
오산화성선	NNP
옥산오창선	NNP
용인서울선	NNP
울산선	NNP
익산장수선	NNP
인천공상선	NNP
인천김포선	NNP
인천대교선	NNP
제2경인선	NNP
제2중부선	NNP
제3경인선	NNP
중부내륙선	NNP
중부내륙지선	NNP
중앙선	NNP
중앙선지선	NNP
청주영덕선	NNP
통영대전선	NNP
평택시흥선	NNP
평택제천선	NNP
평택화성선	NNP
함양울산선	NNP
호남선	NNP
호남지선	NNP
화성광주선	NNP
남양주	NNP
가평	NNP
고양	NNP
과천	NNP
광명	NNP
광주	NNP
구리	NNP
군포	NNP
김포	NNP
동두천	NNP
부천	NNP
성남	NNP
수원	NNP
시흥	NNP
안산	NNP
안성	NNP
안양	NNP
양주	NNP
양평	NNP
여주	NNP
연천	NNP
오산	NNP
용인	NNP
의왕	NNP
의정부	NNP
강릉	NNP
고성	NNP
동해	NNP
삼척	NNP
속초	NNP
양구	NNP
양양	NNP
영월	NNP
원주	NNP
인제	NNP
정선	NNP
철원	NNP
춘천	NNP
태백	NNP
평창	NNP
홍천	NNP
화천	NNP
횡성	NNP
괴산	NNP
단양	NNP
보은	NNP
영동	NNP
옥천	NNP
음성	NNP
제천	NNP
진천	NNP
청원	NNP
청주	NNP
충주	NNP
증평	NNP
공주	NNP
금산	NNP
논산	NNP
당진	NNP
보령	NNP
부여	NNP
서산	NNP
서천	NNP
아산	NNP
예산	NNP
천안	NNP
청양	NNP
태안	NNP
홍성	NNP
계룡	NNP
경산	NNP
경주	NNP
고령	NNP
구미	NNP
군위	NNP
김천	NNP
문경	NNP
봉화	NNP
상주	NNP
성주	NNP
안동	NNP
영덕	NNP
영양	NNP
영주	NNP
영천	NNP
예천	NNP
울릉	NNP
울진	NNP
의성	NNP
청도	NNP
청송	NNP
칠곡	NNP
포항	NNP
거제	NNP
거창	NNP
고성	NNP
김해	NNP
남해	NNP
마산	NNP
밀양	NNP
사천	NNP
산청	NNP
양산	NNP
의령	NNP
진주	NNP
진해	NNP
창녕	NNP
창원	NNP
통영	NNP
하동	NNP
함안	NNP
함양	NNP
합천	NNP
고창	NNP
군산	NNP
김제	NNP
남원	NNP
무주	NNP
부안	NNP
순창	NNP
완주	NNP
익산	NNP
임실	NNP
강진	NNP
고흥	NNP
곡성	NNP
광양	NNP
구례	NNP
나주	NNP
담양	NNP
목포	NNP
무안	NNP
보성	NNP
남제주	NNP
북제주	NNP
서귀포	NNP
제주	NNP
서울	NNP
인천	NNP
대전	NNP
대구	NNP
광주	NNP
부산	NNP
울산	NNP
세종	NNP
경기	NNP
강원	NNP
충북	NNP
충남	NNP
경북	NNP
경남	NNP
전북	NNP
전남	NNP
제주	NNP
동대문	NNP
강남	NNP
강동	NNP
강북	NNP
강서	NNP
관악	NNP
광진	NNP
구로	NNP
금천	NNP
노원	NNP
도봉	NNP
동작	NNP
마포	NNP
서대문	NNP
서초	NNP
성동	NNP
성북	NNP
송파	NNP
양천	NNP
영등포	NNP
용산	NNP
은평	NNP
종로	NNP
중랑	NNP
강화	NNP
계양	NNP
미추홀	NNP
남동	NNP
부평	NNP
연수	NNP
옹진	NNP
대덕	NNP
유성	NNP
달서	NNP
달성	NNP
수성	NNP
광산	NNP
강서	NNP
금정	NNP
기장	NNP
동래	NNP
사상	NNP
사하	NNP
수영	NNP
연제	NNP
영도	NNP
해운대	NNP
울주	NNP
세종	NNP
순천시	NNP
신안군	NNP
여수시	NNP
영광군	NNP
순천시	NNP
신안군	NNP
여수시	NNP
영광군	NNP
영암군	NNP
완도군	NNP
장성군	NNP
장흥군	NNP
진도군	NNP
함평군	NNP
해남군	NNP
화순군	NNP
순천	NNP
신안	NNP
여수	NNP
영광	NNP
순천	NNP
신안	NNP
여수	NNP
영광	NNP
영암	NNP
완도	NNP
장성	NNP
장흥	NNP
진도	NNP
함평	NNP
해남	NNP
화순	NNP
서울특별시	NNP
인천광역시	NNP
대전광역시	NNP
대구광역시	NNP
광주광역시	NNP
부산광역시	NNP
울산광역시	NNP
세종시	NNP
세종	NNP
서울특별시	NNP
서울시	NNP
인천광역시	NNP
인천시	NNP
대전광역시	NNP
대전시	NNP
대구광역시	NNP
대구시	NNP
광주시	NNP
광주광역시	NNP
부산시	NNP
부산광역시	NNP
울산시	NNP
울산광역시	NNP
이천시	NNP
파주시	NNP
평택시	NNP
포천시	NNP
하남시	NNP
화성시	NNP
장수군	NNP
전주시	NNP
정읍시	NNP
진안군	NNP
순천시	NNP
신안군	NNP
여수시	NNP
영광군	NNP
영암군	NNP
완도군	NNP
장성군	NNP
장흥군	NNP
진도군	NNP
함평군	NNP
해남군	NNP
화순군	NNP
이천	NNP
파주	NNP
평택	NNP
포천	NNP
하남	NNP
화성	NNP
장수	NNP
전주	NNP
정읍	NNP
진안	NNP
순천	NNP
신안	NNP
여수	NNP
영광	NNP
영암	NNP
완도	NNP
장성	NNP
장흥	NNP
진도	NNP
함평	NNP
해남	NNP
화순	NNP
